# Expression Atlas
# Query: Genes matching: 'default query', specifically up/down differentially expressed in 3 comparisons  given the adjusted p-value cutoff 1 and log2-fold change cutoff 0 in experiment E-GEOD-52194
# Timestamp: Mon, 30-Aug-2021 13:20:31
Gene ID	Gene Name	'HER2 Positive Breast Carcinoma; breast carcinoma' vs 'normal' .foldChange	'HER2 Positive Breast Carcinoma; breast carcinoma' vs 'normal'.pValue	'non-triple-negative breast cancer; breast carcinoma' vs 'normal' .foldChange	'non-triple-negative breast cancer; breast carcinoma' vs 'normal'.pValue	'triple-negative breast cancer; breast carcinoma' vs 'normal' .foldChange	'triple-negative breast cancer; breast carcinoma' vs 'normal'.pValue
ENSG00000267834	AL592211.1			2.2	0.0950405678167903	1.5	0.382727374793717
ENSG00000267838	AC245884.8	2.1	0.0148932065282937	2.3	0.00903929207033921	1.5	0.136761235562081
ENSG00000267852	AC119396.2			0.4	0.828523245135956	1.2	0.460819984963461
ENSG00000267855	NDUFA7	-0.4	0.798276748148955			-0.4	0.692078925769193
ENSG00000267857	AL133499.1	3.7	0.0293470945513778	2.7	0.107656033282416		
ENSG00000267858	MZF1-AS1			0.5	0.375052156581134	0.5	0.459374871677719
ENSG00000267868	AL356740.1	-0.5	0.780924547783049	0.1	0.903517586568959	1.0	0.337222861481284
ENSG00000267871	ZNF460-AS1	1.0	0.352406728767021	1.4	0.0482311246593609	1.3	0.127308684613406
ENSG00000267872	AC073539.1			3.2	0.0418757668937085	3.7	0.0229677550384029
ENSG00000267879	AC011483.1			0.7	0.702241152134966	1.6	0.334715457375253
ENSG00000267882	AL031666.2	2.2	0.0110476957236164	1.6	0.0256926699173753	2.3	0.00426361971906792
ENSG00000267886	AC074135.1	4.7	1.30530951364817E-8	2.7	2.06891572002791E-4	3.4	5.46770543912195E-5
ENSG00000267890	AC010624.2					3.0	0.0966431152430002
ENSG00000267892	AC022144.1	-2.7	0.0163325501451413	-2.4	0.00879199947526431	-1.2	0.16250354557514
ENSG00000267898	AC026803.2	-1.6	0.291507738918845	-1.3	0.198529138940249	-0.2	0.855991201766801
ENSG00000267904	AC024075.1	1.9	0.00398074201477308	2.2	9.6300566631867E-5	2.0	8.41444605721395E-4
ENSG00000267908	ZSCAN5DP	3.1	0.0916648542927268	3.8	0.0113421754968484	3.9	0.0197258789344978
ENSG00000267909	CCDC177			2.0	0.177748001992217	2.4	0.0886368194079479
ENSG00000267919	AC009955.2			-0.3	0.839007708026092	0.7	0.660325320847039
ENSG00000267920	SNX6P1	5.8	3.64972744228313E-5	3.2	0.0339750772522815		
ENSG00000267922	AC007785.1			2.2	0.152504074139849	1.6	0.348571823675739
ENSG00000267924	AC139769.2	4.0	1.56105570258849E-4	3.2	2.83853918900632E-4	2.1	0.0269440698152873
ENSG00000267927	AC010320.2			0.8	0.524815974915102	1.5	0.260814645459801
ENSG00000267934	AC010300.1	2.6	9.2710420469243E-4	2.8	3.12579180002949E-5	1.7	0.0494551526858267
ENSG00000267938	EIF1P6	-2.0	0.200532743406163	-0.7	0.530314652753853	-1.0	0.42431576832856
ENSG00000267939	AC008946.1			0.9	0.554057079247238	1.5	0.341290317607784
ENSG00000267940	AC022762.2	1.5	0.316591891110501	1.7	0.0750464850740781	2.1	0.0517139820117829
ENSG00000267943	AC010328.1	3.5	0.00561370292827796	3.2	0.0017209248617675	3.6	8.19491774161549E-4
ENSG00000267961	OR10B1P					2.5	0.138805450225195
ENSG00000267980	AC007292.1	-0.9	0.427797474675501	-1.0	0.291434777059635	-1.6	0.20226600320253
ENSG00000267986	AC130469.1			-1.5	0.292148553547008	-0.7	0.660325320847039
ENSG00000267990	AC063977.2			2.8	0.0788682211914689		
ENSG00000268001	CARD8-AS1	0.8	0.202724143568743	1.1	0.021619295379574	1.6	0.00119598431961401
ENSG00000268006	PTOV1-AS1	1.4	0.0883022643101296	1.4	0.0703771634639497	1.8	0.0215426926036764
ENSG00000268015	AC010320.3	2.7	0.0642952529704962	2.5	0.058042804175366	2.6	0.0613095652154279
ENSG00000268027	AC243960.1	4.2	1.49832055229359E-5	2.3	0.0181597202730809	3.6	5.75498464137479E-5
ENSG00000268030	AC005253.1	-0.4	0.726164508252558	-0.6	0.419398453651321	0.1	0.938557562352355
ENSG00000268034	AC243960.2	0.4	0.775864191844629	1.7	0.0874243064637216	2.2	0.0114081871317649
ENSG00000268038	LINC01785			-1.4	0.438675405869605	-0.1	0.957440247049479
ENSG00000268041	ERFL	-0.3	0.837510545372462	1.0	0.249454181669912	1.4	0.0643250464450213
ENSG00000268043	NBPF12	1.8	0.00133186690605615	0.5	0.433343073189411	0.5	0.502135244623114
ENSG00000268047	AC018766.1	0.4	0.829844184596951	1.6	0.136458389750883	1.1	0.361382380399484
ENSG00000268049	AC012313.2	-0.4	0.676195294589251	0.2	0.764011662835632	0.2	0.777511775080037
ENSG00000268051	AC008395.1	4.8	0.00223611896925258	3.8	0.00643139418440004	3.2	0.0695334669694174
ENSG00000268053	AC007785.2			3.0	0.0457262061152016	3.1	0.0500108740164676
ENSG00000268055	AC067969.1			2.7	0.0907232279784317	4.0	0.0134146661089493
ENSG00000268056	AC020913.1	1.3	0.414949169944801			1.5	0.289485506907855
ENSG00000268058	BNIP3P40	5.7	7.89668098078058E-5	4.5	0.00168617677138538		
ENSG00000268061	NAPA-AS1	-1.0	0.227216619439733	-0.9	0.162751247683293	-0.4	0.479440758936023
ENSG00000268062	SRP14P4	0.5	0.775434269056628	-0.8	0.590789753464573	-0.6	0.734682384224069
ENSG00000268066	FMR1-AS1	1.0	0.546124969719423	0.9	0.495540495155232	2.1	0.0664336835314513
ENSG00000268067	OR5AH1P			4.0	0.00426841634251744	4.4	0.00391340332099193
ENSG00000268069	AC004466.1	0.9	0.615468527658579	0.4	0.75790822219455	0.4	0.799317885030927
ENSG00000268070	AC006539.2	3.0	0.043557449987449	1.9	0.0988262158615879	2.3	0.0779366915003155
ENSG00000268079	BNIP3P30			2.8	0.0618249856819029		
ENSG00000268080	AC016885.3			0.8	0.653361603145202	1.8	0.334506742517064
ENSG00000268081	AC123912.1	-0.6	0.777137651608378	0.9	0.376158855216005	0.2	0.878812051388611
ENSG00000268087	AC008764.2	1.0	0.289502844794405	1.3	0.04210227254269	1.1	0.108951430291159
ENSG00000268088	AC093063.1			2.9	0.0758886878887066	3.8	0.0190829465122553
ENSG00000268089	GABRQ			2.5	0.00772644919676985	3.5	0.0018032411303513
ENSG00000268093	AC022154.1	-0.1	0.96827546738695	0.3	0.799550053193154	0.1	0.937564263706731
ENSG00000268095	ZNF649-AS1	3.5	0.0506477861360234	2.9	0.0685096942116981		
ENSG00000268100	ZNF725P			3.6	0.0188319061366145	2.6	0.188697153771582
ENSG00000268101	CYP2G2P	-3.4	0.0149278534075922	-2.6	8.51496831003725E-4	-1.8	0.0274232294159224
ENSG00000268104	SLC6A14	-1.7	0.144296075930754	-4.0	4.36995994993494E-4	-1.4	0.0695272978827459
ENSG00000268105	AC124856.1	5.0	0.00186741980205006	3.8	0.0120599789316919	2.8	0.116670635013769
ENSG00000268117	VN1R84P	2.1	0.282778249552529	3.3	0.0207305362456736	3.1	0.0517139820117829
ENSG00000268119	AC010615.2	1.7	0.118200767884521	1.4	0.00229427847795088	1.5	0.00192228641680045
ENSG00000268153	AC005176.1			3.7	0.0110951032215186	5.1	4.82421491241708E-4
ENSG00000268154	AL451085.1					1.5	0.350038553644015
ENSG00000268157	AC010524.1			0.7	0.575394837897318	1.0	0.421903007362846
ENSG00000268170	AC073342.2	3.3	0.0422356912183467	1.8	0.278681502205461	3.5	0.0212578252499173
ENSG00000268173	AC007192.1					2.2	0.142130240865371
ENSG00000268174	BNIP3P22	3.2	0.0993749855189502			3.0	0.089485508754912
ENSG00000268182	SMIM17	-0.1	0.938894333462565	0.9	0.318302850986167	-0.2	0.871068203687844
ENSG00000268184	AC092364.1			1.5	0.389448691916184	2.4	0.16322473760304
ENSG00000268189	AC005785.1	0.6	0.553891559290011	-0.5	0.573887019175534	-0.6	0.598967662077486
ENSG00000268199	AC010335.1			-2.1	0.122405848339187	-0.3	0.806622979925868
ENSG00000268201	AC020915.2	1.5	0.274585343099085	1.9	0.0714986106610733	1.8	0.167468219633532
ENSG00000268204	AC008763.1	-1.8	0.120167694653944	-0.7	0.461047355208001	-3.2	0.00704327872019045
ENSG00000268205	AC005261.2	0.3	0.568131808687533	0.4	0.274024088114142		
ENSG00000268218	AC137932.3	-1.2	0.143217625321678	-1.4	0.0112235074144718	-0.8	0.265659805474218
ENSG00000268222	EEF1A1P7	1.5	0.463873913263487	1.2	0.440596478505921	2.8	0.0300493634898123
ENSG00000268223	ARL14EPL			2.3	0.12090376336717		
ENSG00000268225	ENSG00000268225	0.9	0.284361384607873	1.2	0.0403707069904354	-1.1	0.188583446019505
ENSG00000268230	AC012313.3	1.2	0.271756552879371	1.3	0.108309018662514	1.6	0.0768599940425007
ENSG00000268231	AC008743.1			1.9	0.235092139391439	2.6	0.123644019147812
ENSG00000268234	FKBP4P6	-0.6	0.542604984578755	0.3	0.721924317367436	-0.1	0.919655592857542
ENSG00000268240	AC123912.2			3.7	0.00920002419533525	4.9	0.00187871180042511
ENSG00000268257	AIRN	4.7	4.95444056482173E-4	3.1	0.0254823785332724	4.2	0.00216184727243952
ENSG00000268266	AC003005.2					1.1	0.512298588140199
ENSG00000268267	SIGLEC29P			4.3	0.00166003765013445	4.3	0.00421987557946138
ENSG00000268278	AC123912.3			0.9	0.594281354525579	2.1	0.19902738437223
ENSG00000268279	AC090004.1	-0.6	0.601662408638827	-2.5	0.00939063908231337	-1.2	0.189801984375403
ENSG00000268282	AC010328.2	1.0	0.495464519011861	0.6	0.645129673943732	0.7	0.573786679509022
ENSG00000268287	AC008687.3			1.0	0.51630522651108	2.1	0.147970334160658
ENSG00000268289	AC020908.1					1.5	0.430514054728573
ENSG00000268295	POLR3GP1	1.5	0.379782050727241	0.3	0.886766401280236		
ENSG00000268297	CLEC4GP1			2.8	0.0757335777344706		
ENSG00000268307	LINC02560			1.1	0.355825985785873		
ENSG00000268316	AC006272.1	2.9	0.155610254101408			4.0	0.0170543033464016
ENSG00000268318	LINC01872			2.6	0.115754251379301	3.7	0.0314622139778343
ENSG00000268322	BNIP3P25	5.6	1.30945460358873E-4	3.0	0.0618249856819029	3.4	0.0422985987180272
ENSG00000268324	LRRC2-AS1			2.2	0.161500175665976	3.2	0.0433106018877298
ENSG00000268333	AL132655.1	5.7	8.89670282909502E-5			2.8	0.121687524407555
ENSG00000268336	SIGLEC20P			4.8	4.135656377044E-4	4.6	0.00251152015348793
ENSG00000268350	FAM156A	2.3	0.0726013264942027	2.4	0.0171422594793827	2.8	0.0180796630969748
ENSG00000268355	AC243960.3	-0.2	0.823813543839556	-1.4	0.068489574197754	-2.0	0.00785593221945607
ENSG00000268357	VN1R81P	3.4	2.45833172194368E-4	2.6	0.003709782164481	2.2	0.0216917276077983
ENSG00000268362	AC092279.2	3.0	9.85418118784394E-6	2.4	1.80081000039767E-6	1.5	0.00862205109165531
ENSG00000268364	SMC5-AS1	1.7	0.0583515129041658	0.7	0.245031874351959	0.4	0.573786679509022
ENSG00000268366	AC010271.1	-2.0	0.172347287750211	-0.3	0.731343243497643	-0.4	0.752343298329769
ENSG00000268379	AC025588.1	1.2	0.351459767025568	1.2	0.218606671833049	1.5	0.141290565060668
ENSG00000268388	FENDRR			2.2	0.0557275241549542	4.0	1.81006212645328E-4
ENSG00000268392	AC003682.1			2.6	0.0764621541268874	2.7	0.0929561500414243
ENSG00000268403	AC132192.2	0.5	0.667619019021901	0.4	0.586209191334404	0.2	0.87493655351946
ENSG00000268412	TRMT112P6	0.2	0.919369952968392	1.7	0.0717642050320278	2.2	0.026258560344007
ENSG00000268416	AC010329.1	-1.9	0.0397883420153252	-1.2	0.0765557088792197	-1.7	0.0320035938442162
ENSG00000268423	AC093503.1			2.2	0.107117830963072	2.0	0.170672322019196
ENSG00000268438	BNIP3P27	4.0	0.00738518505538114	4.0	0.00168088665529878	3.7	0.00933927643669849
ENSG00000268442	AC073534.1	3.0	0.0560030680390185	3.1	0.00363347806492353	3.0	0.0106717482410115
ENSG00000268458	AC011468.3			2.1	0.181803168448159		
ENSG00000268460	AC006262.1	-2.0	0.140466825434422	1.3	0.150643967020901	1.8	0.0247626811516286
ENSG00000268469	BNIP3P38	3.8	0.030260557504392			3.2	0.06241502927887
ENSG00000268471	MIR4453HG	1.2	0.0516971938724502	0.6	0.258546749830399	0.9	0.106414491288083
ENSG00000268472	AP002884.3	1.2	0.491487917283417				
ENSG00000268473	AC092327.1					3.3	0.0526453662091495
ENSG00000268480	LINC01862			4.1	0.00330854166933989	3.9	0.0134789238365573
ENSG00000268483	RPL7AP69			2.2	0.183367958928699	3.9	0.01410775116263
ENSG00000268496	AC245884.9	0.1	0.971240392023515	0.3	0.773780989599928	1.0	0.384673771746296
ENSG00000268499	AC011479.3			0.9	0.575977145204994	1.6	0.302159486157277
ENSG00000268505	AC135012.3					4.8	0.00131241658958415
ENSG00000268510	IFNL3P1					2.9	0.100457069952438
ENSG00000268516	AC020915.3	0.9	0.119910952180881	0.7	0.134885612403842	1.1	0.0313309722943484
ENSG00000268520	AC008750.5	3.4	0.0531150451325459	2.6	0.106841758641221	3.7	0.0203112697079497
ENSG00000268521	VN1R83P	2.4	0.00397156922426311	1.7	0.02704137791665	1.7	0.06556896091547
ENSG00000268529	CYP2T3P			2.9	0.0739256470472184	3.3	0.0487499102748992
ENSG00000268532	LINC02135			2.6	0.119021625023504	3.7	0.035500055073139
ENSG00000268535	MTDHP4			1.4	0.425545503999732		
ENSG00000268536	AC005523.1			-0.3	0.843476835228783		
ENSG00000268543	AC012313.4	0.2	0.914285379258555	0.6	0.553051815098314	0.7	0.539328472825904
ENSG00000268545	VN1R107P	1.7	0.362752600998637	1.1	0.486886658587437	1.3	0.490960545691124
ENSG00000268555	AC123912.4	-1.7	0.354693613160584	-1.0	0.444859083174816	0.1	0.939156402420119
ENSG00000268560	AC010636.1	3.8	0.0206303520908363	3.0	0.0479634799161156		
ENSG00000268564	AC003956.1	1.8	0.262714377704847				
ENSG00000268566	AC100781.1			2.4	0.148284179844988	2.9	0.120128558421656
ENSG00000268568	ENSG00000268568	-2.6	0.0664936216671027	-1.3	0.0701192065718274	-1.9	0.0382852262544001
ENSG00000268573	AC011815.1	1.9	0.0156991822679142	1.8	0.00187671308552648	1.6	0.00702777723641949
ENSG00000268575	AL031282.2	1.4	0.0869023763781514	2.3	3.06247407550056E-4	1.1	0.186443372392933
ENSG00000268581	SIGLEC18P			2.6	0.0730257917789558	4.1	0.00333437079908178
ENSG00000268583	AC011466.1	3.1	0.0898295405596683	3.1	0.0426674448936793		
ENSG00000268584	AC073389.1	2.1	0.0659282634904919	3.1	8.45328644114277E-5	3.5	5.40001462143373E-5
ENSG00000268592	AL355312.3	1.2	0.254098330910742	0.7	0.391392440989984	-0.5	0.695914995767723
ENSG00000268595	AC063977.3					3.1	0.0857007543286287
ENSG00000268598	VN1R80P			2.0	0.2279932669076	2.5	0.140358289758656
ENSG00000268601	AC115522.1	1.0	0.56911290200585	-0.2	0.84304151929233	2.5	0.0341120201239517
ENSG00000268603	AC053503.4			0.2	0.865732088512622	0.3	0.849289787611519
ENSG00000268621	IGFL2-AS1			2.0	0.0947043508398864	3.0	0.00307618378316503
ENSG00000268623	AC020904.1			1.1	0.437716776621692	2.4	0.101483735297936
ENSG00000268628	AL121761.1	0.7	0.684309577906357	0.6	0.618800965401992	1.7	0.179666678416214
ENSG00000268629	TEX13A			3.5	0.0175115503514724	3.4	0.045447042281685
ENSG00000268635	AP003680.1			1.8	0.151962690102253	1.4	0.431569001958236
ENSG00000268649	AL132655.2			2.6	0.104222631243196	3.1	0.0852862864352646
ENSG00000268650	AC005759.1			-0.3	0.856151780042218	0.2	0.895335114790944
ENSG00000268652	AC063977.4			2.1	0.220652548755162		
ENSG00000268654	MIMT1	1.4	0.446842755431108			2.5	0.111496766782344
ENSG00000268655	AC008687.4	-0.5	0.685258498304723	-0.5	0.619287991724775	0.2	0.870739369849804
ENSG00000268658	LINC00664	4.2	2.16392461582512E-4	3.7	3.04685414311917E-6	3.8	1.64799636948561E-5
ENSG00000268659	AL589863.1	4.7	7.75725772269963E-4	3.5	0.0107779449329999	3.9	0.00713026969813556
ENSG00000268660	LETM1P2	-0.2	0.925602704663953	1.2	0.312088094629004	1.1	0.405278205566537
ENSG00000268670	AC016586.1	-0.4	0.826975865239363	0.5	0.633597567775432	-0.9	0.456911451775288
ENSG00000268673	AC004597.1			2.1	0.182419350502489	2.8	0.0862774553650748
ENSG00000268678	AC005261.3	-1.0	0.556643973336736	-0.8	0.482011233938417	0.4	0.720915262734174
ENSG00000268683	AC020910.2	3.1	0.094822303104516	2.6	0.107370579666206		
ENSG00000268686	AC010643.1	0.5	0.706940057676682	-0.9	0.231848171443063	1.3	0.0783655630410134
ENSG00000268696	ZNF723					3.8	0.0326628689154998
ENSG00000268705	BNIP3P26	5.3	1.28740223022071E-4	3.6	0.0116490236091392	4.2	0.00826296844512482
ENSG00000268707	AL158151.4	-0.2	0.912497139024419	-1.0	0.421847568641638	-0.3	0.864246293666625
ENSG00000268713	AC005261.4	0.9	0.129731843000802	0.7	0.109565543080948	0.4	0.566455377029468
ENSG00000268717	BNIP3P33	3.5	0.0617083818375132	2.4	0.156179666736223		
ENSG00000268734	AC245128.3					2.5	0.101599803452645
ENSG00000268743	AC008737.1	2.4	0.102719906362052	2.1	0.0632196909573725	2.7	0.0268912544794865
ENSG00000268744	AC008758.4			1.3	0.389112197828872	1.7	0.346594007616628
ENSG00000268746	AC010519.1	0.9	0.648699188972504			0.8	0.64894749174503
ENSG00000268747	AC022432.1			2.1	0.167478380661381		
ENSG00000268754	LINC01081					5.0	4.70353661126612E-4
ENSG00000268756	AC104534.1	0.5	0.704164012603101	0.1	0.943745304588139	-0.9	0.4574287060383
ENSG00000268758	ADGRE4P	2.3	0.0170265480351293	1.8	0.0157189916054382	2.4	0.00207876043073867
ENSG00000268764	AC011465.1	2.4	0.0816535918337843	1.4	0.281239217997904	1.2	0.462148298499638
ENSG00000268798	AC027307.3	-3.8	2.37703291818949E-4	-3.8	1.20863140109918E-6	-3.5	2.16600620150933E-4
ENSG00000268812	AC004264.1	-3.6	0.00461041045178567	-2.7	0.00188137223044037	-2.2	0.0811027262814826
ENSG00000268818	AL049747.1			3.4	0.0310529025285229	4.8	0.00117220863498197
ENSG00000268830	BNIP3P32	3.0	0.12852547248348	2.9	0.0639524365356753		
ENSG00000268833	AC243967.2	2.6	0.21911305916362	3.8	0.00734286688614811		
ENSG00000268834	OR7A1P			2.7	0.0775085842502346	4.0	0.0213787116973385
ENSG00000268836	Z69706.1			-1.5	0.281237919952661	-1.1	0.469358149837101
ENSG00000268847	SIGLEC31P			3.3	0.0162881003287103	4.6	9.36250960657224E-4
ENSG00000268849	SIGLEC22P	3.2	0.0790517945714421	4.1	0.00394427331056522	4.5	0.00486567769486832
ENSG00000268858	AL118506.1	0.4	0.559232739627495	0.1	0.829472228217218	0.2	0.806198563314301
ENSG00000268864	AC011487.2	1.3	0.397954789011843	1.9	0.14493463382948	3.1	0.0125459303525129
ENSG00000268869	ESPNP			1.1	0.545234901646404	2.7	0.053577759680933
ENSG00000268873	AC022601.1	2.7	0.0686463156294733	1.9	0.182659290149447	2.0	0.212797984154238
ENSG00000268879	IGFL1P1					1.5	0.308344377393281
ENSG00000268884	AC010323.2			0.6	0.655726874636029	0.6	0.730501064063423
ENSG00000268894	PLCE1-AS1	5.0	0.00110288838059433	4.2	0.00216965716756352	4.8	8.38740089982917E-4
ENSG00000268895	A1BG-AS1	-0.4	0.612039034453143	0.4	0.49586493561357	-0.4	0.559601826966975
ENSG00000268896	AC009955.3			0.6	0.776273350642258		
ENSG00000268903	AL627309.6			-1.9	0.1600265242325	-2.4	0.149916008110094
ENSG00000268906	AC011473.3			3.0	0.0542701430426062	3.4	0.0482532125114387
ENSG00000268912	AC012313.5	1.2	0.0898174832898173	1.2	0.0751299436702097	1.1	0.0761830512414441
ENSG00000268926	AL354861.3	3.6	0.0354338380998758	4.5	7.24541015662858E-4	5.6	4.12094707573847E-5
ENSG00000268931	AC136469.1					2.1	0.214496522093853
ENSG00000268938	AC005387.1	-1.1	0.557554330510322	0.3	0.804341615316407	-0.3	0.869547198401436
ENSG00000268941	LINC01711	-0.8	0.652283790363593	0.8	0.469133269662153	1.1	0.321962629332067
ENSG00000268945	AC010422.2			0.7	0.56688192322206	1.3	0.339698863916374
ENSG00000268947	AC002128.1	2.0	0.0194240266872756	1.8	0.0115859703246794	1.5	0.0973248505237936
ENSG00000268949	MRPS17P1	2.4	0.125591147583636	1.7	0.22861160503469	3.0	0.0198127554520668
ENSG00000268957	AC020914.3					3.6	0.0242094740836682
ENSG00000268964	ERVV-2	3.0	0.0463412443560616	1.4	0.339748321932713	3.4	0.00764391795464024
ENSG00000268970	AC022150.2	-0.4	0.699463872175718	0.9	0.198325871332611	0.5	0.554186430061053
ENSG00000268975	MIA-RAB4B					0.5	0.768276619102053
ENSG00000268981	AC024563.1	3.2	0.100177662254327			3.1	0.0852862864352646
ENSG00000268985	AC020908.2			1.6	0.351085861693453	2.6	0.130941334548619
ENSG00000268987	AC011462.3			2.5	0.103466843041918	3.3	0.0428273292420274
ENSG00000268988	SPANXN2					3.8	0.0215978049040025
ENSG00000268992	CDC42EP3P1	5.7	1.72228197560273E-4	5.4	3.30017592396102E-5	4.7	0.00161370388720713
ENSG00000268996	MAN1B1-DT	-0.7	0.450113068147073	-0.5	0.544720498582623	-0.4	0.54486757419989
ENSG00000269001	AC092070.2	3.2	7.56356191981818E-9	2.8	3.01152985785203E-13	2.7	2.41626189192153E-10
ENSG00000269009	SLC6A21P	1.1	0.597547770588452	1.1	0.420449643773754	1.5	0.376911049698966
ENSG00000269012	KRT18P40			3.6	0.0142901658902617	4.6	0.00211606119430443
ENSG00000269014	AC008622.1			1.0	0.56487736335379		
ENSG00000269019	HOMER3-AS1			0.8	0.573389815666679	1.6	0.277023985782932
ENSG00000269021	AC063977.5			3.0	0.0539524030104188	3.4	0.0594447305574339
ENSG00000269025	AC011467.4					3.6	0.0393748545274656
ENSG00000269028	MTRNR2L12	6.5	7.74801092347891E-25	6.4	3.63289033061991E-19	6.0	1.52589014328278E-17
ENSG00000269037	LINC01838			2.7	0.0943538947265413	4.3	0.00846794499125405
ENSG00000269038	AP001462.1			1.5	0.199603426580636	0.7	0.663488891083758
ENSG00000269040	BNIP3P24	5.1	8.97324145958587E-4	3.5	0.0164499561972016	3.6	0.0328729761811205
ENSG00000269043	AC008554.1			2.6	0.122613231965005		
ENSG00000269044	AC024075.2	1.1	0.105082792942767	1.3	0.00794099373175507	1.3	0.0104697036830448
ENSG00000269054	AC012313.6	-1.2	0.264293544155477	-0.5	0.600674993753427	-1.5	0.138746514843476
ENSG00000269058	CALR3			1.5	0.314867277884269	2.1	0.228496734200332
ENSG00000269066	AC020908.3	3.2	0.097643882090761	3.2	0.0391236433796071	4.1	0.00984309341971241
ENSG00000269067	ZNF728	1.9	0.117287549468498	2.3	0.0102652139564377	1.7	0.0912601709262881
ENSG00000269068	AC009955.4	1.3	0.493779331509498	1.9	0.140974982795715	2.2	0.091772202810642
ENSG00000269069	AC007842.1	1.8	0.0141715027670833	1.7	0.0223552830702125	1.9	0.00559780736647788
ENSG00000269072	AC063977.6			2.7	0.0987114447217175	4.8	9.5917247855659E-4
ENSG00000269086	AC008555.2	3.0	0.0124744224059563	4.0	2.97878749694091E-6	4.5	2.24892790433001E-6
ENSG00000269102	AC010320.4	0.5	0.758153613752464	0.1	0.959055892642218	-0.6	0.622709113909121
ENSG00000269113	TRABD2B	-2.8	4.33313412929678E-4	-2.0	0.00177213095774727	-1.7	0.0161570165255298
ENSG00000269118	FAM90A28P			2.6	0.107023303948529	4.4	0.00453732355114799
ENSG00000269130	AC020914.4					3.8	0.0305373782986847
ENSG00000269136	BRI3BPP1	2.1	0.25587383459813			1.9	0.231654594142474
ENSG00000269138	ZNF209P			2.7	0.0215153624501586	2.5	0.0581102097670365
ENSG00000269148	AC092301.1	1.0	0.504038844872079	0.6	0.639443537132281	1.4	0.224760604889251
ENSG00000269155	AL009178.2	0.3	0.883138910471645	1.5	0.106991494607909	2.3	0.014636965195505
ENSG00000269161	AC010618.2			3.6	0.0119044315014223	3.7	0.0266820833044259
ENSG00000269172	AC011443.1			2.7	0.124859994866386	3.7	0.0365547196419154
ENSG00000269176	AP001160.3	0.2	0.877462602971973			0.3	0.745519411967395
ENSG00000269177	L34079.2			3.6	0.0106403436379739	4.1	0.00933927643669849
ENSG00000269186	LINC01082					3.6	0.0416852283069472
ENSG00000269188	AC011500.1					3.4	0.0567047938084011
ENSG00000269189	AL445223.1	5.0	1.45616205148548E-7	3.3	0.00112820115556078	1.6	0.23489379884073
ENSG00000269190	FBXO17	-2.1	0.0355185008708495	-1.1	0.114911765666626	-0.6	0.185922774455162
ENSG00000269191	AC005387.2	0.3	0.871740660404825	0.3	0.809811666649117	1.0	0.36034625619451
ENSG00000269194	AC006942.1			1.9	0.170699703059478	1.6	0.330799329245299
ENSG00000269210	AC019171.1					2.7	0.0228927589390638
ENSG00000269220	LINC00528	1.6	0.252190217704332	1.4	0.23323788533029	2.7	0.00657738789251546
ENSG00000269235	ZNF350-AS1	1.8	0.110543002696848	2.7	0.00108913374000813	2.0	0.0521982117925483
ENSG00000269243	AC008894.2	1.9	0.164784681781617	2.2	0.0404231887143846	2.3	0.0409374304349547
ENSG00000269253	SIGLEC21P			4.7	3.66200769747628E-4	5.2	2.37291518761126E-4
ENSG00000269289	AC011503.1	-1.5	0.193889197530243	-1.3	0.196041093203658	-1.9	0.0193357412046593
ENSG00000269293	ZSCAN16-AS1	-1.2	0.109453219711921	0.2	0.683023773013851	-0.5	0.393936837938962
ENSG00000269296	AC005614.1	3.9	0.0307874272284361	2.3	0.179696947872322	3.6	0.0346278951001283
ENSG00000269300	AC008734.1					2.1	0.229689430768295
ENSG00000269304	FKBP1AP1	-0.4	0.766262477348432	0.2	0.844842620745155	0.5	0.605954785968194
ENSG00000269313	MAGIX	-0.8	0.363194069493691	-0.1	0.923691271856002	0.2	0.693068183800866
ENSG00000269316	AC011467.5			2.9	0.0635229649987533	3.8	0.0258343174172916
ENSG00000269318	AC007292.2	1.0	0.377924917663368	1.7	0.0284026270438173	0.8	0.447046056862892
ENSG00000269321	AC011466.2			3.6	0.0174672984085987	4.1	0.00949061628824211
ENSG00000269332	GOLGA2P9			4.3	0.00146434582154072	5.3	2.38777501381462E-4
ENSG00000269335	IKBKG	0.3	0.724657004386014			0.1	0.93099722880094
ENSG00000269343	ZNF587B	1.6	0.00181068749806826	2.1	4.39935802701656E-7	1.2	0.00657745045554237
ENSG00000269345	VN1R85P			2.7	0.0963449411095044		
ENSG00000269349	AC022150.3			1.5	0.396908894716176		
ENSG00000269350	AC010463.2			1.0	0.38888761877771	1.8	0.114998980787581
ENSG00000269352	PTOV1-AS2	-1.8	0.0120365527825247	-0.2	0.708544765543492	-0.6	0.298442426205489
ENSG00000269353	AC092071.1			4.5	6.25861453185795E-4	4.0	0.0175739034330743
ENSG00000269354	AC243960.5			2.1	0.237469707698299		
ENSG00000269356	AL356740.2	3.1	0.0212387534997689	2.4	0.101317921256648	1.7	0.282430854853309
ENSG00000269364	LINC01233			2.7	0.0753562743411513	2.7	0.0848975850470672
ENSG00000269365	AC120349.1	3.9	0.00656984685055084	3.0	0.0345812800094389	2.1	0.250984183777095
ENSG00000269373	AC008739.2			2.4	0.152689624295835		
ENSG00000269374	AC011497.2			0.3	0.872171689727547		
